x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.7112796902656555,0.927773118019104,1.1284535617051006e-07,0.7050765752792358,0.8373859524726868,-0.0009817354148253798,0.6677486300468445,0.76551753282547,-0.0083226403221488,0.6243258118629456,0.7228677272796631,-0.01558261550962925,0.5912641286849976,0.7029357552528381,-0.023428259417414665,0.6345341801643372,0.7632263898849487,-0.033109549432992935,0.5814815759658813,0.6827903985977173,-0.052890945225954056,0.5824940204620361,0.6869670152664185,-0.06033560261130333,0.5979649424552917,0.7108226418495178,-0.061543870717287064,0.6010541915893555,0.8148428797721863,-0.04066276177763939,0.5347181558609009,0.7456369996070862,-0.05368543788790703,0.5415234565734863,0.7491076588630676,-0.053609587252140045,0.5610278844833374,0.7646888494491577,-0.051878031343221664,0.5802932977676392,0.8765974044799805,-0.047380901873111725,0.5137410163879395,0.8063334226608276,-0.0584583580493927,0.5115960836410522,0.8023682832717896,-0.05328131839632988,0.5205990076065063,0.8063454031944275,-0.04908379167318344,0.5720111131668091,0.9396563768386841,-0.05278153344988823,0.5187367796897888,0.9154298305511475,-0.06416360288858414,0.5081468224525452,0.9060109257698059,-0.06147221848368645,0.5083374977111816,0.9002438187599182,-0.057051125913858414
0.7278115153312683,0.9272643327713013,-9.565838610114952e-08,0.7222971320152283,0.8343957662582397,0.005212386138737202,0.6836402416229248,0.7632150053977966,0.0002629247319418937,0.6340891718864441,0.7357119917869568,-0.00392573419958353,0.5948144793510437,0.7344767451286316,-0.00630162563174963,0.6532409191131592,0.7426149845123291,-0.03690645098686218,0.5952686667442322,0.6603327393531799,-0.0497315376996994,0.5978178977966309,0.683565616607666,-0.04668012261390686,0.614963173866272,0.7158839106559753,-0.04031429439783096,0.6168913841247559,0.7979124188423157,-0.04479439929127693,0.5421839356422424,0.719287097454071,-0.055898379534482956,0.5525094270706177,0.7359190583229065,-0.04491966962814331,0.5719888210296631,0.7605498433113098,-0.03469337150454521,0.5883767604827881,0.8621413111686707,-0.050027232617139816,0.5146111845970154,0.7776634097099304,-0.05778905004262924,0.5254865288734436,0.7816382646560669,-0.04167595133185387,0.5439918041229248,0.8002574443817139,-0.028958972543478012,0.5716443061828613,0.9306594729423523,-0.05312713608145714,0.5072938203811646,0.8798454403877258,-0.055382099002599716,0.5092237591743469,0.8657659888267517,-0.04027731716632843,0.5251270532608032,0.8658372163772583,-0.027302240952849388
0.7416166663169861,0.9492371678352356,-1.0395009297781144e-07,0.7337650060653687,0.8464566469192505,0.016994565725326538,0.6934232115745544,0.7731242179870605,0.018185967579483986,0.6468108892440796,0.7436915636062622,0.01825645938515663,0.6080529689788818,0.7393394708633423,0.01925721950829029,0.6605990529060364,0.7415841817855835,-0.01646595261991024,0.598199188709259,0.662659764289856,-0.020535210147500038,0.5976237058639526,0.6831945180892944,-0.014140667393803596,0.6145905256271362,0.7119740843772888,-0.006348449271172285,0.621150016784668,0.7962894439697266,-0.02724139206111431,0.548059344291687,0.721458375453949,-0.029078805819153786,0.5565553903579712,0.7345189452171326,-0.01738559640944004,0.5765188336372375,0.7524358034133911,-0.007144696544855833,0.5922594666481018,0.8623765110969543,-0.034829508513212204,0.5189711451530457,0.7812663912773132,-0.03400848060846329,0.5182077884674072,0.7700018882751465,-0.021657636389136314,0.5279273986816406,0.7697327733039856,-0.013453765772283077,0.5755249261856079,0.9328625202178955,-0.039231717586517334,0.5102678537368774,0.8897814750671387,-0.03651164472103119,0.5053532123565674,0.8678910732269287,-0.02318178303539753,0.5154885053634644,0.854719340801239,-0.012232773005962372
0.7491304874420166,0.9577758312225342,-1.1779661690525245e-07,0.7402695417404175,0.8534674644470215,0.016406144946813583,0.69741290807724,0.7761649489402771,0.016223082318902016,0.6507967710494995,0.7378092408180237,0.014665990136563778,0.6120970845222473,0.7236409187316895,0.014175554737448692,0.6617037653923035,0.7399804592132568,-0.015239856205880642,0.5973355770111084,0.6623678207397461,-0.02177172712981701,0.5990104675292969,0.6830129623413086,-0.018332745879888535,0.6177428960800171,0.7143825888633728,-0.012034934014081955,0.620817244052887,0.7934832572937012,-0.026353392750024796,0.5508103966712952,0.7182648181915283,-0.027343695983290672,0.5592530369758606,0.7294712662696838,-0.01733907125890255,0.5780032873153687,0.746734619140625,-0.008791712112724781,0.5908397436141968,0.8603205680847168,-0.03468219190835953,0.5187295079231262,0.7772310376167297,-0.033698104321956635,0.5175400972366333,0.7624890804290771,-0.022822070866823196,0.5266265273094177,0.7588449716567993,-0.016255585476756096,0.5731499791145325,0.9335552453994751,-0.039885468780994415,0.5106699466705322,0.8890609741210938,-0.03798128664493561,0.5026771426200867,0.8655462861061096,-0.0259126927703619,0.5071328282356262,0.8497413396835327,-0.01596135087311268
0.7546769976615906,0.9668726921081543,-1.272665741680612e-07,0.7448506355285645,0.8578044772148132,0.018827712163329124,0.7009444832801819,0.7790820598602295,0.02010423131287098,0.6535155177116394,0.7408968210220337,0.019573291763663292,0.614910364151001,0.7282600402832031,0.02009030058979988,0.6624093055725098,0.7385175824165344,-0.011983268894255161,0.6012165546417236,0.6615960001945496,-0.015425321646034718,0.603528618812561,0.6806092262268066,-0.009598392061889172,0.6214444637298584,0.7103089690208435,-0.0022342137526720762,0.6203720569610596,0.7906773686408997,-0.024105479940772057,0.5538939237594604,0.7168503403663635,-0.022529492154717445,0.5622251033782959,0.7251889705657959,-0.011698598973453045,0.5810018181800842,0.739246129989624,-0.002786265918985009,0.5907514095306396,0.858198344707489,-0.03312326967716217,0.5202236175537109,0.7765857577323914,-0.030162639915943146,0.5181447267532349,0.7554652690887451,-0.019957691431045532,0.5261761546134949,0.7448326945304871,-0.014465795829892159,0.5743228793144226,0.9333149790763855,-0.038794323801994324,0.5132462382316589,0.8903127908706665,-0.03617703914642334,0.5047390460968018,0.864422619342804,-0.024594111368060112,0.5075802206993103,0.8444573879241943,-0.01519385352730751
0.7568455934524536,0.9716837406158447,-1.385418784138892e-07,0.7431558966636658,0.8578709959983826,0.022005382925271988,0.6985665559768677,0.7797169089317322,0.024947484955191612,0.6488230228424072,0.7463046312332153,0.02555171772837639,0.6093588471412659,0.7410975694656372,0.02734089456498623,0.6627789735794067,0.7411825656890869,-0.00868941843509674,0.6014915704727173,0.661048173904419,-0.009795266203582287,0.6044245362281799,0.6780415177345276,-0.001487651956267655,0.6215708255767822,0.7084890604019165,0.007495518308132887,0.6200864911079407,0.7917294502258301,-0.021794753149151802,0.5516473054885864,0.7159315347671509,-0.01803462579846382,0.5638284087181091,0.7288569211959839,-0.005120465531945229,0.5843477249145508,0.748222291469574,0.004814028274267912,0.5899185538291931,0.8576640486717224,-0.031281501054763794,0.5186638832092285,0.7741127610206604,-0.02593090385198593,0.5246184468269348,0.7611170411109924,-0.012005421333014965,0.5384105443954468,0.7600573301315308,-0.00429228600114584,0.5730222463607788,0.9322905540466309,-0.03731854259967804,0.5123412013053894,0.8835397958755493,-0.03227931261062622,0.5084234476089478,0.8583747148513794,-0.017930829897522926,0.5144422650337219,0.8412747383117676,-0.006780370604246855
0.7588995695114136,0.9730777740478516,-1.5537209208105196e-07,0.7442436814308167,0.8569997549057007,0.02040247432887554,0.7003196477890015,0.7753303647041321,0.021713940426707268,0.6544894576072693,0.7330363392829895,0.020526079460978508,0.6170905232429504,0.7184163928031921,0.02047184482216835,0.6637056469917297,0.7398264408111572,-0.012668712995946407,0.6011724472045898,0.6571947336196899,-0.01786467805504799,0.607175350189209,0.6802207827568054,-0.01288404781371355,0.6275373697280884,0.7137867212295532,-0.005689605604857206,0.6221145987510681,0.7924351096153259,-0.026042155921459198,0.5513811707496643,0.7143517732620239,-0.02561257779598236,0.5637945532798767,0.7285392880439758,-0.014544568955898285,0.5862241983413696,0.7489550709724426,-0.005632387008517981,0.592438280582428,0.8601931929588318,-0.03602670505642891,0.5179670453071594,0.776654839515686,-0.03368709236383438,0.5233839750289917,0.7647640705108643,-0.021208297461271286,0.5386525988578796,0.7656912803649902,-0.013918047770857811,0.5759888291358948,0.9355564117431641,-0.04265403375029564,0.5136604309082031,0.8864949345588684,-0.03965107351541519,0.5108039975166321,0.8628628253936768,-0.02598516270518303,0.5198796987533569,0.8487354516983032,-0.01498966570943594
0.7605162262916565,0.9804554581642151,-1.7906731386574393e-07,0.7472630739212036,0.8608006834983826,0.02106820046901703,0.7029585242271423,0.778230607509613,0.023536929860711098,0.6567257046699524,0.7338448762893677,0.02307918481528759,0.6178450584411621,0.7176787853240967,0.0239078588783741,0.6640831232070923,0.7399033308029175,-0.008151696063578129,0.6021119356155396,0.6543914079666138,-0.01287312526255846,0.607512354850769,0.6802738308906555,-0.008338632993400097,0.6276642084121704,0.7162380218505859,-0.0012961998581886292,0.6217435598373413,0.7920072078704834,-0.021230686455965042,0.5548501014709473,0.7162449955940247,-0.01935434155166149,0.5669705867767334,0.7328773736953735,-0.008196755312383175,0.5889415144920349,0.7528414726257324,0.0006804194417782128,0.591342568397522,0.8601381778717041,-0.03129934147000313,0.5208519101142883,0.7762688994407654,-0.02725215069949627,0.5237702131271362,0.7633581757545471,-0.014831102453172207,0.5368542671203613,0.7619383335113525,-0.007898448035120964,0.5739680528640747,0.935554563999176,-0.038142427802085876,0.5130476355552673,0.8849474191665649,-0.03324808180332184,0.5098432302474976,0.8614071011543274,-0.0187872014939785,0.5185167193412781,0.847090482711792,-0.0073809246532619
0.7613639235496521,0.9769075512886047,-1.582428126312152e-07,0.7475259304046631,0.8577121496200562,0.021122736856341362,0.703222393989563,0.7753978967666626,0.02392568811774254,0.6557614803314209,0.7335899472236633,0.024292897433042526,0.6173204779624939,0.7226510047912598,0.026388227939605713,0.6645998954772949,0.7374024391174316,-0.008612892590463161,0.60353022813797,0.653882622718811,-0.011252785101532936,0.6088241934776306,0.6793110370635986,-0.004147429019212723,0.6288130879402161,0.715156614780426,0.004543995019048452,0.6219365000724792,0.7899699211120605,-0.02118489518761635,0.5525717735290527,0.7170134782791138,-0.018800919875502586,0.5657123327255249,0.7333228588104248,-0.005843156948685646,0.5895370841026306,0.7532200813293457,0.0048455893993377686,0.5918911695480347,0.8591323494911194,-0.030449848622083664,0.5187696814537048,0.7779147624969482,-0.02578778937458992,0.5232730507850647,0.7657769918441772,-0.011463172733783722,0.5381224751472473,0.7641563415527344,-0.0028162768576294184,0.5760764479637146,0.9361212253570557,-0.0364370234310627,0.5145522952079773,0.8902713060379028,-0.03081175498664379,0.5093204975128174,0.867318332195282,-0.015453292988240719,0.5166017413139343,0.8517345786094666,-0.0031719577964395285
0.7629299759864807,0.9884454607963562,-6.338602531741344e-08,0.7534939050674438,0.8691006898880005,0.02313711866736412,0.7042784094810486,0.786941647529602,0.02911527268588543,0.6528551578521729,0.7462514638900757,0.03226947411894798,0.6114377379417419,0.736602783203125,0.03600199893116951,0.6656891703605652,0.7415326237678528,0.0008499330724589527,0.6055301427841187,0.6573712825775146,0.0009843457955867052,0.5978139042854309,0.6649956703186035,0.007861131802201271,0.6072330474853516,0.6906797885894775,0.016251875087618828,0.6221071481704712,0.7938535213470459,-0.01152780745178461,0.5537927150726318,0.7229206562042236,-0.005571721587330103,0.5610408782958984,0.7296881079673767,0.006962660700082779,0.5788531303405762,0.743316113948822,0.017483854666352272,0.5924868583679199,0.8642672896385193,-0.021006770431995392,0.5208612680435181,0.7862173914909363,-0.014369075186550617,0.5175582766532898,0.7648907899856567,-0.002163716359063983,0.5248203873634338,0.7540056109428406,0.004883211106061935,0.5764146447181702,0.9418697357177734,-0.027057597413659096,0.5142381191253662,0.8994296789169312,-0.020986393094062805,0.5051359534263611,0.8750505447387695,-0.006808848585933447,0.5088791251182556,0.8564651608467102,0.0048393793404102325
